#parent	child	edge_length
ko01007	K00831	1
ko01009	K01079	1
00260 Glycine, serine and threonine metabolism	K02203	1
00260 Glycine, serine and threonine metabolism	K22305	1
00260 Glycine, serine and threonine metabolism	K25528	1
00680 Methane metabolism	K14080	1
00680 Methane metabolism	K04480	1
00680 Methane metabolism	K14081	1
00680 Methane metabolism	K14082	1
00680 Methane metabolism	K14083	1
00680 Methane metabolism	K14084	1
00680 Methane metabolism	K16176	1
00680 Methane metabolism	K16177	1
00680 Methane metabolism	K16178	1
00680 Methane metabolism	K16179	1
00680 Methane metabolism	K08097	1
00680 Methane metabolism	K05979	1
00680 Methane metabolism	K05884	1
00680 Methane metabolism	K06034	1
00680 Methane metabolism	K13039	1
00680 Methane metabolism	K24393	1
00680 Methane metabolism	K11779	1
00680 Methane metabolism	K11781	1
00680 Methane metabolism	K11780	1
00680 Methane metabolism	K14941	1
00680 Methane metabolism	K11212	1
00680 Methane metabolism	K24998	1
00680 Methane metabolism	K12234	1
00680 Methane metabolism	K14940	1
00300 Lysine biosynthesis	K16792	1
00300 Lysine biosynthesis	K16793	1
00300 Lysine biosynthesis	K10978	1
00770 Pantothenate and CoA biosynthesis	K18933	1
00680 Methane metabolism	K06914	1
00680 Methane metabolism	K09733	1
00680 Methane metabolism	K19793	1
00680 Methane metabolism	K07144	1
00680 Methane metabolism	K07072	1
ko02000	K02575	1
ko02000	K15576	1
ko02000	K15577	1
ko02000	K15578	1
ko02000	K15579	1
00910 Nitrogen metabolism	K00367	1
00910 Nitrogen metabolism	K10534	1
ko02000	K00370	1
ko02000	K00371	1
ko02000	K00374	1
00910 Nitrogen metabolism	K02567	1
00910 Nitrogen metabolism	K02568	1
00910 Nitrogen metabolism	K00372	1
00910 Nitrogen metabolism	K00360	1
00910 Nitrogen metabolism	K17877	1
00910 Nitrogen metabolism	K00362	1
00910 Nitrogen metabolism	K00363	1
00910 Nitrogen metabolism	K00366	1
00910 Nitrogen metabolism	K03385	1
00910 Nitrogen metabolism	K15876	1
00910 Nitrogen metabolism	K00368	1
00910 Nitrogen metabolism	K15864	1
00910 Nitrogen metabolism	K04561	1
00910 Nitrogen metabolism	K02305	1
ko00199	K15877	1
00910 Nitrogen metabolism	K00376	1
00625 Chloroalkane and chloroalkene degradation	K02586	1
00625 Chloroalkane and chloroalkene degradation	K02591	1
00625 Chloroalkane and chloroalkene degradation	K02588	1
00625 Chloroalkane and chloroalkene degradation	K00531	1
00910 Nitrogen metabolism	K22896	1
00910 Nitrogen metabolism	K22897	1
00910 Nitrogen metabolism	K22898	1
00910 Nitrogen metabolism	K22899	1
00910 Nitrogen metabolism	K20932	1
00910 Nitrogen metabolism	K20933	1
00910 Nitrogen metabolism	K20934	1
00910 Nitrogen metabolism	K20935	1
00910 Nitrogen metabolism	K05601	1
00910 Nitrogen metabolism	K10535	1
00910 Nitrogen metabolism	K00459	1
00910 Nitrogen metabolism	K19823	1
00643 Styrene degradation	K01501	1
00430 Taurine and hypotaurine metabolism	K15371	1
00430 Taurine and hypotaurine metabolism	K00260	1
ko04147	K00261	1
09105 Amino acid metabolism	00220 Arginine biosynthesis	1
00220 Arginine biosynthesis	K00262	1
00250 Alanine, aspartate and glutamate metabolism	K00264	1
ko01002	K00265	1
00250 Alanine, aspartate and glutamate metabolism	K00266	1
ko01002	K01948	1
00910 Nitrogen metabolism	K01725	1
00220 Arginine biosynthesis	K00926	1
00910 Nitrogen metabolism	K01672	1
ko04147	K18245	1
ko00537	K18246	1
00910 Nitrogen metabolism	K01673	1
00910 Nitrogen metabolism	K01674	1
00910 Nitrogen metabolism	K01743	1
ko02000	K02048	1
ko02000	K23163	1
ko02000	K02046	1
ko02000	K02047	1
ko02000	K02045	1
ko02000	K15551	1
ko02000	K15552	1
ko02000	K10831	1
00430 Taurine and hypotaurine metabolism	K03119	1
ko02000	K15553	1
ko02000	K15554	1
ko02000	K15555	1
09102 Energy metabolism	00920 Sulfur metabolism	1
00920 Sulfur metabolism	K04091	1
00740 Riboflavin metabolism	K00299	1
09110 Biosynthesis of other secondary metabolites	00261 Monobactam biosynthesis	1
00261 Monobactam biosynthesis	K13811	1
00261 Monobactam biosynthesis	K00955	1
00261 Monobactam biosynthesis	K00956	1
00261 Monobactam biosynthesis	K00957	1
00261 Monobactam biosynthesis	K00958	1
00230 Purine metabolism	K00988	1
00920 Sulfur metabolism	K22966	1
00230 Purine metabolism	K00860	1
09182 Protein families: genetic information processing	ko03016	1
ko03016	K01082	1
04070 Phosphatidylinositol signaling system	K15759	1
09182 Protein families: genetic information processing	ko03400	1
ko03400	K06881	1
00920 Sulfur metabolism	K00394	1
00920 Sulfur metabolism	K00395	1
00920 Sulfur metabolism	K05907	1
00920 Sulfur metabolism	K00390	1
00920 Sulfur metabolism	K00387	1
00920 Sulfur metabolism	K05301	1
00920 Sulfur metabolism	K00386	1
00920 Sulfur metabolism	K21307	1
00920 Sulfur metabolism	K21308	1
00920 Sulfur metabolism	K21309	1
00920 Sulfur metabolism	K17222	1
00920 Sulfur metabolism	K17223	1
00920 Sulfur metabolism	K17226	1
00920 Sulfur metabolism	K17227	1
00920 Sulfur metabolism	K17224	1
00920 Sulfur metabolism	K17225	1
00920 Sulfur metabolism	K22622	1
00633 Nitrotoluene degradation	K11180	1
00633 Nitrotoluene degradation	K11181	1
00920 Sulfur metabolism	K00380	1
00920 Sulfur metabolism	K00381	1
00920 Sulfur metabolism	K16950	1
00920 Sulfur metabolism	K16951	1
00920 Sulfur metabolism	K00385	1
00920 Sulfur metabolism	K00392	1
00920 Sulfur metabolism	K17218	1
00920 Sulfur metabolism	K17995	1
00920 Sulfur metabolism	K17996	1
00920 Sulfur metabolism	K17993	1
00920 Sulfur metabolism	K17994	1
00920 Sulfur metabolism	K17229	1
00920 Sulfur metabolism	K17230	1
00920 Sulfur metabolism	K16952	1
00920 Sulfur metabolism	K17219	1
00920 Sulfur metabolism	K17220	1
00920 Sulfur metabolism	K17221	1
00920 Sulfur metabolism	K22470	1
ko03029	K17725	1
00920 Sulfur metabolism	K16936	1
00920 Sulfur metabolism	K16937	1
00920 Sulfur metabolism	K05908	1
ko02000	K08357	1
ko02000	K08358	1
ko02000	K08359	1
ko02000	K08352	1
ko02000	K08353	1
ko02000	K08354	1
ko00001	09120 Genetic Information Processing	1
09120 Genetic Information Processing	09123 Folding, sorting and degradation	1
09123 Folding, sorting and degradation	04122 Sulfur relay system	1
04122 Sulfur relay system	K01011	1
00920 Sulfur metabolism	K02439	1
05111 Biofilm formation - Vibrio cholerae	K00640	1
00270 Cysteine and methionine metabolism	K23304	1
00270 Cysteine and methionine metabolism	K10150	1
00270 Cysteine and methionine metabolism	K01738	1
00460 Cyanoamino acid metabolism	K13034	1
00270 Cysteine and methionine metabolism	K17069	1
00270 Cysteine and methionine metabolism	K00651	1
00270 Cysteine and methionine metabolism	K00641	1
09106 Metabolism of other amino acids	00450 Selenocompound metabolism	1
00450 Selenocompound metabolism	K01739	1
00270 Cysteine and methionine metabolism	K10764	1
00270 Cysteine and methionine metabolism	K17217	1
ko04147	K17285	1
00920 Sulfur metabolism	K17228	1
00920 Sulfur metabolism	K16968	1
00920 Sulfur metabolism	K16969	1
09111 Xenobiotics biodegradation and metabolism	00623 Toluene degradation	1
00623 Toluene degradation	K15762	1
00623 Toluene degradation	K15765	1
ko02000	K07306	1
ko02000	K07307	1
ko02000	K07308	1
ko02000	K00184	1
ko02000	K00185	1
00920 Sulfur metabolism	K16964	1
00920 Sulfur metabolism	K16965	1
00920 Sulfur metabolism	K16966	1
00920 Sulfur metabolism	K16953	1
00920 Sulfur metabolism	K17486	1
00920 Sulfur metabolism	K20034	1
00920 Sulfur metabolism	K20035	1
00920 Sulfur metabolism	K20036	1
00920 Sulfur metabolism	K16967	1
00920 Sulfur metabolism	K21310	1
00920 Sulfur metabolism	K16954	1
00920 Sulfur metabolism	K16955	1
00280 Valine, leucine and isoleucine degradation	K18660	1
09110 Biosynthesis of other secondary metabolites	00998 Biosynthesis of various antibiotics	1
00998 Biosynthesis of various antibiotics	K02078	1
ko01004	K00645	1
ko04147	K00665	1
ko01004	K00668	1
ko01004	K00667	1
ko01004	K11533	1
ko01004	K00648	1
ko01004	K18473	1
ko01004	K00647	1
ko01004	K09458	1
ko01004	K00059	1
00061 Fatty acid biosynthesis	K11539	1
09103 Lipid metabolism	00140 Steroid hormone biosynthesis	1
00140 Steroid hormone biosynthesis	K13370	1
ko01004	K01716	1
ko01004	K02372	1
ko01004	K16363	1
00061 Fatty acid biosynthesis	K22540	1
00061 Fatty acid biosynthesis	K22541	1
ko01004	K00208	1
ko01004	K02371	1
ko01004	K10780	1
09103 Lipid metabolism	00062 Fatty acid elongation	1
00062 Fatty acid elongation	K07512	1
ko01004	K18474	1
ko01004	K10781	1
ko01004	K01071	1
ko01004	K10782	1
ko01004	K03921	1
ko01004	K03922	1
ko04147	K01897	1
ko01004	K15013	1
00280 Valine, leucine and isoleucine degradation	K07508	1
00280 Valine, leucine and isoleucine degradation	K07509	1
ko01004	K01074	1
ko01004	K10247	1
ko01004	K10205	1
ko01004	K10248	1
ko01004	K10249	1
ko01004	K10244	1
ko01004	K10203	1
ko01004	K10250	1
09159 Environmental adaptation	04626 Plant-pathogen interaction	1
04626 Plant-pathogen interaction	K15397	1
ko01004	K10245	1
ko01004	K10246	1
ko01004	K10251	1
ko01004	K10703	1
ko01004	K10258	1
ko01004	K01068	1
ko04147	K17360	1
09132 Signal transduction	04151 PI3K-Akt signaling pathway	1
04151 PI3K-Akt signaling pathway	K16339	1
00062 Fatty acid elongation	K22554	1
09111 Xenobiotics biodegradation and metabolism	00642 Ethylbenzene degradation	1
00642 Ethylbenzene degradation	K00632	1
03320 PPAR signaling pathway	K07513	1
09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism	1
00592 alpha-Linolenic acid metabolism	K10527	1
00362 Benzoate degradation	K13767	1
04936 Alcoholic liver disease	K00249	1
03320 PPAR signaling pathway	K00255	1
09103 Lipid metabolism	00071 Fatty acid degradation	1
00071 Fatty acid degradation	K06445	1
00280 Valine, leucine and isoleucine degradation	K09478	1
04936 Alcoholic liver disease	K09479	1
00362 Benzoate degradation	K00252	1
ko03029	K08765	1
ko03029	K19523	1
ko03029	K19524	1
05415 Diabetic cardiomyopathy	K08766	1
00071 Fatty acid degradation	K01909	1
09103 Lipid metabolism	00564 Glycerophospholipid metabolism	1
00564 Glycerophospholipid metabolism	K05939	1
00071 Fatty acid degradation	K13238	1
04146 Peroxisome	K13239	1
00071 Fatty acid degradation	K07517	1
04626 Plant-pathogen interaction	K18880	1
00930 Caprolactam degradation	K00496	1
ko00199	K07422	1
ko00199	K07425	1
ko00199	K15401	1
ko00199	K20495	1
ko00199	K22887	1
09105 Amino acid metabolism	00360 Phenylalanine metabolism	1
00360 Phenylalanine metabolism	K00529	1
00071 Fatty acid degradation	K00530	1
00071 Fatty acid degradation	K05297	1
00071 Fatty acid degradation	K21738	1
00071 Fatty acid degradation	K22567	1
ko00199	K14338	1
ko00199	K15398	1
ko00199	K21995	1
09103 Lipid metabolism	00073 Cutin, suberine and wax biosynthesis	1
00073 Cutin, suberine and wax biosynthesis	K15400	1
00073 Cutin, suberine and wax biosynthesis	K17991	1
ko00199	K13407	1
ko00199	K20769	1
ko00199	K15402	1
00073 Cutin, suberine and wax biosynthesis	K15403	1
00073 Cutin, suberine and wax biosynthesis	K15404	1
ko00199	K15405	1
09150 Organismal Systems	09149 Aging	1
09149 Aging	04212 Longevity regulating pathway - worm	1
04212 Longevity regulating pathway - worm	K13356	1
00073 Cutin, suberine and wax biosynthesis	K15406	1
09181 Protein families: metabolism	ko01006	1
ko01006	K00801	1
09109 Metabolism of terpenoids and polyketides	00909 Sesquiterpenoid and triterpenoid biosynthesis	1
00909 Sesquiterpenoid and triterpenoid biosynthesis	K00511	1
09103 Lipid metabolism	00100 Steroid biosynthesis	1
00100 Steroid biosynthesis	K23485	1
00100 Steroid biosynthesis	K01852	1
ko00199	K05917	1
00100 Steroid biosynthesis	K00222	1
ko03036	K19532	1
00100 Steroid biosynthesis	K07750	1
00100 Steroid biosynthesis	K07748	1
00100 Steroid biosynthesis	K09827	1
09152 Endocrine system	04913 Ovarian steroidogenesis	1
04913 Ovarian steroidogenesis	K13373	1
00100 Steroid biosynthesis	K01824	1
00100 Steroid biosynthesis	K09828	1
00100 Steroid biosynthesis	K00227	1
00100 Steroid biosynthesis	K00213	1
09154 Digestive system	04979 Cholesterol metabolism	1
04979 Cholesterol metabolism	K01052	1
ko04147	K12298	1
00592 alpha-Linolenic acid metabolism	K14674	1
04979 Cholesterol metabolism	K00637	1
ko00199	K07419	1
ko00199	K07438	1
ko00199	K21146	1
ko00199	K07436	1
00100 Steroid biosynthesis	K00559	1
00100 Steroid biosynthesis	K09829	1
ko00199	K09831	1
00100 Steroid biosynthesis	K00223	1
00100 Steroid biosynthesis	K01853	1
00100 Steroid biosynthesis	K14423	1
00100 Steroid biosynthesis	K23558	1
00100 Steroid biosynthesis	K08246	1
00100 Steroid biosynthesis	K08242	1
00100 Steroid biosynthesis	K14424	1
ko00199	K09832	1
ko00199	K07440	1
ko00199	K07439	1
09103 Lipid metabolism	00120 Primary bile acid biosynthesis	1
00120 Primary bile acid biosynthesis	K12408	1
00120 Primary bile acid biosynthesis	K10223	1
ko00199	K07430	1
ko00199	K00489	1
ko00199	K00488	1
ko00199	K07431	1
00140 Steroid hormone biosynthesis	K00251	1
09161 Cancer: overview	05208 Chemical carcinogenesis - reactive oxygen species	1
05208 Chemical carcinogenesis - reactive oxygen species	K00037	1
ko02000	K08748	1
04146 Peroxisome	K01796	1
03320 PPAR signaling pathway	K10214	1
04146 Peroxisome	K12405	1
03320 PPAR signaling pathway	K08764	1
04146 Peroxisome	K11992	1
09154 Digestive system	04976 Bile secretion	1
04976 Bile secretion	K00659	1
ko01002	K01442	1
09103 Lipid metabolism	00121 Secondary bile acid biosynthesis	1
00121 Secondary bile acid biosynthesis	K00076	1
00121 Secondary bile acid biosynthesis	K23231	1
00121 Secondary bile acid biosynthesis	K22604	1
00121 Secondary bile acid biosynthesis	K22605	1
00121 Secondary bile acid biosynthesis	K22606	1
00121 Secondary bile acid biosynthesis	K22607	1
00121 Secondary bile acid biosynthesis	K15868	1
00121 Secondary bile acid biosynthesis	K15871	1
00121 Secondary bile acid biosynthesis	K15869	1
00121 Secondary bile acid biosynthesis	K15870	1
00121 Secondary bile acid biosynthesis	K15872	1
00121 Secondary bile acid biosynthesis	K15873	1
00121 Secondary bile acid biosynthesis	K15874	1
00121 Secondary bile acid biosynthesis	K07007	1
ko00199	K00498	1
ko00199	K00512	1
00140 Steroid hormone biosynthesis	K01131	1
00140 Steroid hormone biosynthesis	K01015	1
ko00199	K00513	1
04934 Cushing syndrome	K00070	1
00140 Steroid hormone biosynthesis	K12343	1
09160 Human Diseases	09162 Cancer: specific types	1
09162 Cancer: specific types	05215 Prostate cancer	1
05215 Prostate cancer	K12344	1
09107 Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis	1
00510 N-Glycan biosynthesis	K12345	1
05208 Chemical carcinogenesis - reactive oxygen species	K00089	1
05208 Chemical carcinogenesis - reactive oxygen species	K04119	1
ko00199	K00497	1
ko00199	K07433	1
09161 Cancer: overview	05204 Chemical carcinogenesis - DNA adducts	1
05204 Chemical carcinogenesis - DNA adducts	K15680	1
09155 Excretory system	04960 Aldosterone-regulated sodium reabsorption	1
04960 Aldosterone-regulated sodium reabsorption	K00071	1
00140 Steroid hormone biosynthesis	K00038	1
00140 Steroid hormone biosynthesis	K05295	1
05208 Chemical carcinogenesis - reactive oxygen species	K00212	1
00140 Steroid hormone biosynthesis	K01016	1
04913 Ovarian steroidogenesis	K00044	1
04913 Ovarian steroidogenesis	K13368	1
09108 Metabolism of cofactors and vitamins	00830 Retinol metabolism	1
00830 Retinol metabolism	K13369	1
00140 Steroid hormone biosynthesis	K22970	1
ko00199	K07408	1
ko00199	K07409	1
ko00199	K07412	1
ko00199	K07413	1
ko00199	K07414	1
ko00199	K17690	1
ko00199	K17691	1
ko00199	K07424	1
ko00199	K07415	1
ko00199	K17689	1
ko00199	K07410	1
ko00199	K07434	1
00140 Steroid hormone biosynthesis	K25779	1
ko04147	K00545	1
09111 Xenobiotics biodegradation and metabolism	00984 Steroid degradation	1
00984 Steroid degradation	K05296	1
00140 Steroid hormone biosynthesis	K10207	1
00561 Glycerolipid metabolism	K05878	1
00561 Glycerolipid metabolism	K05879	1
ko02000	K05881	1
00561 Glycerolipid metabolism	K22251	1
00561 Glycerolipid metabolism	K18097	1
ko04147	K00864	1
00561 Glycerolipid metabolism	K24189	1
00561 Glycerolipid metabolism	K06116	1
00561 Glycerolipid metabolism	K06117	1
ko01004	K00629	1
ko01004	K13506	1
ko01004	K13507	1
ko01004	K00630	1
ko01004	K13508	1
ko01004	K00631	1
ko01004	K03621	1
ko01004	K08591	1
ko01004	K00655	1
ko01004	K13509	1
ko01004	K13523	1
09132 Signal transduction	04072 Phospholipase D signaling pathway	1
04072 Phospholipase D signaling pathway	K19007	1
ko01004	K13513	1
ko01004	K13517	1
ko01004	K13519	1
00564 Glycerophospholipid metabolism	K22831	1
09161 Cancer: overview	05231 Choline metabolism in cancer	1
05231 Choline metabolism in cancer	K01080	1
ko01009	K15728	1
00564 Glycerophospholipid metabolism	K18693	1
05231 Choline metabolism in cancer	K00901	1
00564 Glycerophospholipid metabolism	K07029	1
09154 Digestive system	04975 Fat digestion and absorption	1
04975 Fat digestion and absorption	K11155	1
04975 Fat digestion and absorption	K11160	1
04975 Fat digestion and absorption	K14456	1
00561 Glycerolipid metabolism	K22848	1
00561 Glycerolipid metabolism	K22849	1
00561 Glycerolipid metabolism	K00635	1
09107 Glycan biosynthesis and metabolism	00572 Arabinogalactan biosynthesis - Mycobacterium	1
00572 Arabinogalactan biosynthesis - Mycobacterium	K18851	1
00561 Glycerolipid metabolism	K00679	1
00561 Glycerolipid metabolism	K01046	1
04714 Thermogenesis	K16816	1
00561 Glycerolipid metabolism	K13534	1
09154 Digestive system	04977 Vitamin digestion and absorption	1
04977 Vitamin digestion and absorption	K14073	1
04975 Fat digestion and absorption	K14074	1
04975 Fat digestion and absorption	K14075	1
00561 Glycerolipid metabolism	K14076	1
04979 Cholesterol metabolism	K22283	1
04975 Fat digestion and absorption	K14452	1
04979 Cholesterol metabolism	K22284	1
00561 Glycerolipid metabolism	K14675	1
ko03029	K17900	1
ko00537	K01059	1
00561 Glycerolipid metabolism	K09881	1
00561 Glycerolipid metabolism	K23736	1
00561 Glycerolipid metabolism	K23737	1
ko01002	K01054	1
ko01002	K25824	1
00561 Glycerolipid metabolism	K14458	1
04975 Fat digestion and absorption	K14457	1
ko01003	K19002	1
ko01003	K03429	1
ko01003	K19004	1
ko01003	K19003	1
00561 Glycerolipid metabolism	K20024	1
ko01003	K13677	1
09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis	1
00552 Teichoic acid biosynthesis	K19005	1
00561 Glycerolipid metabolism	K22920	1
ko01003	K06119	1
ko01003	K03715	1
ko01003	K09480	1
ko01003	K21362	1
00561 Glycerolipid metabolism	K06120	1
00561 Glycerolipid metabolism	K06121	1
00561 Glycerolipid metabolism	K06122	1
04011 MAPK signaling pathway - yeast	K00006	1
00564 Glycerophospholipid metabolism	K00057	1
00564 Glycerophospholipid metabolism	K00105	1
00564 Glycerophospholipid metabolism	K00111	1
00564 Glycerophospholipid metabolism	K00112	1
00564 Glycerophospholipid metabolism	K00113	1
04146 Peroxisome	K00649	1
09103 Lipid metabolism	00565 Ether lipid metabolism	1
00565 Ether lipid metabolism	K06123	1
00564 Glycerophospholipid metabolism	K00980	1
00230 Purine metabolism	K01517	1
00564 Glycerophospholipid metabolism	K16368	1
05231 Choline metabolism in cancer	K00994	1
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism	1
00440 Phosphonate and phosphinate metabolism	K13644	1
00564 Glycerophospholipid metabolism	K18694	1
ko04131	K01115	1
ko04131	K16860	1
00565 Ether lipid metabolism	K17717	1
04979 Cholesterol metabolism	K00650	1
ko03036	K01047	1
05231 Choline metabolism in cancer	K16342	1
ko03029	K16343	1
ko04131	K14621	1
09152 Endocrine system	04923 Regulation of lipolysis in adipocytes	1
04923 Regulation of lipolysis in adipocytes	K16817	1
00592 alpha-Linolenic acid metabolism	K01058	1
ko01004	K13510	1
ko01004	K13512	1
ko01004	K13515	1
00592 alpha-Linolenic acid metabolism	K16818	1
00592 alpha-Linolenic acid metabolism	K22389	1
00592 alpha-Linolenic acid metabolism	K06900	1
05231 Choline metabolism in cancer	K06128	1
04142 Lysosome	K06129	1
00564 Glycerophospholipid metabolism	K06130	1
00564 Glycerophospholipid metabolism	K13333	1
00564 Glycerophospholipid metabolism	K01048	1
00564 Glycerophospholipid metabolism	K14676	1
05231 Choline metabolism in cancer	K18695	1
00564 Glycerophospholipid metabolism	K18696	1
00564 Glycerophospholipid metabolism	K01126	1
09150 Organismal Systems	09156 Nervous system	1
09156 Nervous system	04725 Cholinergic synapse	1
04725 Cholinergic synapse	K00623	1
ko00537	K01049	1
00564 Glycerophospholipid metabolism	K00866	1
05231 Choline metabolism in cancer	K14156	1
ko01009	K06124	1
05231 Choline metabolism in cancer	K00968	1
00440 Phosphonate and phosphinate metabolism	K00993	1
00564 Glycerophospholipid metabolism	K25193	1
00564 Glycerophospholipid metabolism	K00894	1
00440 Phosphonate and phosphinate metabolism	K00967	1
00564 Glycerophospholipid metabolism	K05929	1
00564 Glycerophospholipid metabolism	K04019	1
00564 Glycerophospholipid metabolism	K03735	1
00564 Glycerophospholipid metabolism	K03736	1
00564 Glycerophospholipid metabolism	K14286	1
00564 Glycerophospholipid metabolism	K00551	1
00564 Glycerophospholipid metabolism	K16369	1
00564 Glycerophospholipid metabolism	K00550	1
00564 Glycerophospholipid metabolism	K00570	1
00564 Glycerophospholipid metabolism	K01521	1
04070 Phosphatidylinositol signaling system	K00981	1
00564 Glycerophospholipid metabolism	K01004	1
00260 Glycine, serine and threonine metabolism	K00998	1
00260 Glycine, serine and threonine metabolism	K17103	1
09132 Signal transduction	04014 Ras signaling pathway	1
04014 Ras signaling pathway	K13618	1
00564 Glycerophospholipid metabolism	K08729	1
00564 Glycerophospholipid metabolism	K08730	1
00564 Glycerophospholipid metabolism	K01613	1
00564 Glycerophospholipid metabolism	K00995	1
00564 Glycerophospholipid metabolism	K01094	1
00564 Glycerophospholipid metabolism	K01095	1
00564 Glycerophospholipid metabolism	K01096	1
00564 Glycerophospholipid metabolism	K18697	1
00564 Glycerophospholipid metabolism	K06131	1
00564 Glycerophospholipid metabolism	K06132	1
00564 Glycerophospholipid metabolism	K08744	1
ko01004	K13511	1
00564 Glycerophospholipid metabolism	K13535	1
ko01004	K13514	1
ko01004	K13516	1
00564 Glycerophospholipid metabolism	K13621	1
00564 Glycerophospholipid metabolism	K13622	1
00564 Glycerophospholipid metabolism	K13623	1
00564 Glycerophospholipid metabolism	K00096	1
00564 Glycerophospholipid metabolism	K17104	1
00564 Glycerophospholipid metabolism	K17105	1
00564 Glycerophospholipid metabolism	K19664	1
00564 Glycerophospholipid metabolism	K19665	1
00564 Glycerophospholipid metabolism	K17830	1
00564 Glycerophospholipid metabolism	K07094	1
00564 Glycerophospholipid metabolism	K24872	1
04146 Peroxisome	K00803	1
ko04131	K20656	1
ko00537	K08743	1
00565 Ether lipid metabolism	K01122	1
00565 Ether lipid metabolism	K22387	1
00565 Ether lipid metabolism	K18575	1
ko01003	K04628	1
ko01003	K01019	1
ko04147	K16794	1
00565 Ether lipid metabolism	K16795	1
00565 Ether lipid metabolism	K01062	1
ko01007	K00654	1
09103 Lipid metabolism	00600 Sphingolipid metabolism	1
00600 Sphingolipid metabolism	K04708	1
00600 Sphingolipid metabolism	K04709	1
09132 Signal transduction	04071 Sphingolipid signaling pathway	1
04071 Sphingolipid signaling pathway	K04710	1
04071 Sphingolipid signaling pathway	K24621	1
04071 Sphingolipid signaling pathway	K24622	1
04071 Sphingolipid signaling pathway	K23727	1
ko04147	K12348	1
04071 Sphingolipid signaling pathway	K12349	1
04071 Sphingolipid signaling pathway	K01441	1
00600 Sphingolipid metabolism	K04711	1
ko01004	K04712	1
00600 Sphingolipid metabolism	K04713	1
00600 Sphingolipid metabolism	K05848	1
04071 Sphingolipid signaling pathway	K04714	1
09140 Cellular Processes	09143 Cell growth and death	1
09143 Cell growth and death	04217 Necroptosis	1
04217 Necroptosis	K12350	1
04071 Sphingolipid signaling pathway	K12351	1
00600 Sphingolipid metabolism	K12352	1
00600 Sphingolipid metabolism	K12353	1
00600 Sphingolipid metabolism	K12354	1
00600 Sphingolipid metabolism	K01117	1
00600 Sphingolipid metabolism	K01123	1
00600 Sphingolipid metabolism	K04715	1
04071 Sphingolipid signaling pathway	K04716	1
04071 Sphingolipid signaling pathway	K04717	1
00600 Sphingolipid metabolism	K23451	1
05152 Tuberculosis	K04718	1
04071 Sphingolipid signaling pathway	K01634	1
ko01003	K00720	1
04142 Lysosome	K01201	1
00511 Other glycan degradation	K17108	1
ko01003	K07553	1
ko01003	K09905	1
04142 Lysosome	K01202	1
00600 Sphingolipid metabolism	K01130	1
04142 Lysosome	K01134	1
04142 Lysosome	K01186	1
00511 Other glycan degradation	K12357	1
ko02042	K23550	1
ko01003	K00725	1
ko04147	K12382	1
09156 Nervous system	04726 Serotonergic synapse	1
04726 Serotonergic synapse	K00509	1
05022 Pathways of neurodegeneration - multiple diseases	K11987	1
09103 Lipid metabolism	00590 Arachidonic acid metabolism	1
00590 Arachidonic acid metabolism	K15729	1
00590 Arachidonic acid metabolism	K05309	1
09161 Cancer: overview	05207 Chemical carcinogenesis - receptor activation	1
05207 Chemical carcinogenesis - receptor activation	K15730	1
05208 Chemical carcinogenesis - reactive oxygen species	K00079	1
00980 Metabolism of xenobiotics by cytochrome P450	K00081	1
00980 Metabolism of xenobiotics by cytochrome P450	K00084	1
00590 Arachidonic acid metabolism	K15717	1
00590 Arachidonic acid metabolism	K23486	1
ko04147	K00069	1
ko00199	K01832	1
00590 Arachidonic acid metabolism	K01830	1
05204 Chemical carcinogenesis - DNA adducts	K04097	1
ko00199	K01831	1
09174 Infectious disease: parasitic	05145 Toxoplasmosis	1
05145 Toxoplasmosis	K00461	1
ko01002	K01254	1
00590 Arachidonic acid metabolism	K07119	1
00590 Arachidonic acid metabolism	K13949	1
00590 Arachidonic acid metabolism	K13948	1
ko00199	K17726	1
00590 Arachidonic acid metabolism	K00807	1
09183 Protein families: signaling and cellular processes	ko04090	1
ko04090	K18592	1
09143 Cell growth and death	04216 Ferroptosis	1
04216 Ferroptosis	K05361	1
ko00199	K07418	1
ko00199	K17721	1
ko00199	K17728	1
01523 Antifolate resistance	K00458	1
00590 Arachidonic acid metabolism	K18684	1
04726 Serotonergic synapse	K08021	1
04726 Serotonergic synapse	K08022	1
00590 Arachidonic acid metabolism	K26082	1
ko00199	K17709	1
ko00199	K17718	1
ko00199	K17719	1
ko01002	K08726	1
04726 Serotonergic synapse	K00460	1
00590 Arachidonic acid metabolism	K19246	1
09103 Lipid metabolism	00591 Linoleic acid metabolism	1
00591 Linoleic acid metabolism	K15718	1
00592 alpha-Linolenic acid metabolism	K00454	1
00591 Linoleic acid metabolism	K21794	1
00591 Linoleic acid metabolism	K17862	1
00591 Linoleic acid metabolism	K17863	1
00591 Linoleic acid metabolism	K17864	1
ko01004	K00508	1
00591 Linoleic acid metabolism	K08262	1
ko01004	K10226	1
ko00199	K01723	1
00592 alpha-Linolenic acid metabolism	K10525	1
00592 alpha-Linolenic acid metabolism	K05894	1
00592 alpha-Linolenic acid metabolism	K10526	1
00592 alpha-Linolenic acid metabolism	K08241	1
