parent	child
00260 Glycine, serine and threonine metabolism	K18897
00260 Glycine, serine and threonine metabolism	K24071
00260 Glycine, serine and threonine metabolism	K13042
00270 Cysteine and methionine metabolism	K01697
04147 Exosome	K01758
00270 Cysteine and methionine metabolism	K01752
00290 Valine, leucine and isoleucine biosynthesis	K01754
00290 Valine, leucine and isoleucine biosynthesis	K17989
00470 D-Amino acid metabolism	K20498
00470 D-Amino acid metabolism	K01753
00470 D-Amino acid metabolism	K12235
00470 D-Amino acid metabolism	K25316
00470 D-Amino acid metabolism	K25317
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01694
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01695
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01696
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K06001
01007 Amino acid related enzymes	K00836
00260 Glycine, serine and threonine metabolism	K06718
00260 Glycine, serine and threonine metabolism	K06720
00260 Glycine, serine and threonine metabolism	K10674
00260 Glycine, serine and threonine metabolism	K13745
00260 Glycine, serine and threonine metabolism	K15783
00260 Glycine, serine and threonine metabolism	K15784
00260 Glycine, serine and threonine metabolism	K15785
00260 Glycine, serine and threonine metabolism	K15786
01007 Amino acid related enzymes	K00816
00450 Selenocompound metabolism	K01760
01007 Amino acid related enzymes	K14155
00270 Cysteine and methionine metabolism	K21623
00270 Cysteine and methionine metabolism	K17216
00270 Cysteine and methionine metabolism	K00547
00670 One carbon pool by folate	K00548
00670 One carbon pool by folate	K24042
00450 Selenocompound metabolism	K00549
00999 Biosynthesis of various plant secondary metabolites	K00789
00330 Arginine and proline metabolism	K01611
00480 Glutathione metabolism	K00797
00480 Glutathione metabolism	K24034
00480 Glutathione metabolism	K00802
02025 Biofilm formation - Pseudomonas aeruginosa	K13060
02025 Biofilm formation - Pseudomonas aeruginosa	K13061
02024 Quorum sensing	K13062
02024 Quorum sensing	K20248
02024 Quorum sensing	K20249
02024 Quorum sensing	K20250
02024 Quorum sensing	K22954
02024 Quorum sensing	K22955
02024 Quorum sensing	K22956
02024 Quorum sensing	K22957
02024 Quorum sensing	K22968
00999 Biosynthesis of various plant secondary metabolites	K05953
00270 Cysteine and methionine metabolism	K01243
09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K18284
00270 Cysteine and methionine metabolism	K01244
00270 Cysteine and methionine metabolism	K00899
00270 Cysteine and methionine metabolism	K00772
00270 Cysteine and methionine metabolism	K12960
00270 Cysteine and methionine metabolism	K19696
00270 Cysteine and methionine metabolism	K08963
00270 Cysteine and methionine metabolism	K08964
00270 Cysteine and methionine metabolism	K16054
00270 Cysteine and methionine metabolism	K08965
00270 Cysteine and methionine metabolism	K08966
00270 Cysteine and methionine metabolism	K09880
00270 Cysteine and methionine metabolism	K08967
01007 Amino acid related enzymes	K00832
01007 Amino acid related enzymes	K00838
01007 Amino acid related enzymes	K08969
00270 Cysteine and methionine metabolism	K23977
01007 Amino acid related enzymes	K00815
00380 Tryptophan metabolism	K00837
00270 Cysteine and methionine metabolism	K25035
00270 Cysteine and methionine metabolism	K01767
00450 Selenocompound metabolism	K01761
00270 Cysteine and methionine metabolism	K08968
09183 Protein families: signaling and cellular processes	02048 Prokaryotic defense system
02048 Prokaryotic defense system	K00558
03036 Chromosome and associated proteins	K17398
03036 Chromosome and associated proteins	K17399
04147 Exosome	K01251
00270 Cysteine and methionine metabolism	K17462
02026 Biofilm formation - Escherichia coli	K07173
01007 Amino acid related enzymes	K20772
01007 Amino acid related enzymes	K01762
00270 Cysteine and methionine metabolism	K05933
00270 Cysteine and methionine metabolism	K01505
00270 Cysteine and methionine metabolism	K23975
00270 Cysteine and methionine metabolism	K23976
00270 Cysteine and methionine metabolism	K01740
01007 Amino acid related enzymes	K00826
04212 Longevity regulating pathway - worm	K11204
09143 Cell growth and death	04216 Ferroptosis
04216 Ferroptosis	K11205
00480 Glutathione metabolism	K01919
00480 Glutathione metabolism	K01920
04147 Exosome	K21456
00430 Taurine and hypotaurine metabolism	K00456
00470 D-Amino acid metabolism	K05396
00270 Cysteine and methionine metabolism	K22207
00270 Cysteine and methionine metabolism	K20021
00270 Cysteine and methionine metabolism	K16843
00270 Cysteine and methionine metabolism	K16844
00270 Cysteine and methionine metabolism	K16845
00270 Cysteine and methionine metabolism	K16846
00270 Cysteine and methionine metabolism	K17950
00270 Cysteine and methionine metabolism	K12339
00270 Cysteine and methionine metabolism	K22846
00270 Cysteine and methionine metabolism	K23370
00270 Cysteine and methionine metabolism	K22847
00280 Valine, leucine and isoleucine degradation	K00271
00290 Valine, leucine and isoleucine biosynthesis	K00263
00280 Valine, leucine and isoleucine degradation	K00186
00280 Valine, leucine and isoleucine degradation	K00187
00280 Valine, leucine and isoleucine degradation	K00188
00280 Valine, leucine and isoleucine degradation	K00253
00280 Valine, leucine and isoleucine degradation	K11410
00280 Valine, leucine and isoleucine degradation	K11538
04147 Exosome	K08683
00280 Valine, leucine and isoleucine degradation	K00020
09132 Signal transduction	04630 JAK-STAT signaling pathway
04630 JAK-STAT signaling pathway	K00157
00280 Valine, leucine and isoleucine degradation	K18661
00280 Valine, leucine and isoleucine degradation	K18662
00280 Valine, leucine and isoleucine degradation	K01968
00280 Valine, leucine and isoleucine degradation	K01969
00280 Valine, leucine and isoleucine degradation	K05607
00280 Valine, leucine and isoleucine degradation	K13766
00290 Valine, leucine and isoleucine biosynthesis	K01702
00770 Pantothenate and CoA biosynthesis	K00053
00770 Pantothenate and CoA biosynthesis	K01687
01007 Amino acid related enzymes	K00835
00966 Glucosinolate biosynthesis	K21359
00966 Glucosinolate biosynthesis	K21360
00261 Monobactam biosynthesis	K01714
00261 Monobactam biosynthesis	K00215
00300 Lysine biosynthesis	K00674
01007 Amino acid related enzymes	K00821
01007 Amino acid related enzymes	K14267
01002 Peptidases and inhibitors	K01439
00470 D-Amino acid metabolism	K01778
01007 Amino acid related enzymes	K10206
00470 D-Amino acid metabolism	K01586
00300 Lysine biosynthesis	K05822
01007 Amino acid related enzymes	K00841
01002 Peptidases and inhibitors	K05823
00300 Lysine biosynthesis	K03340
00300 Lysine biosynthesis	K17450
00300 Lysine biosynthesis	K01705
00300 Lysine biosynthesis	K05824
01007 Amino acid related enzymes	K00825
00300 Lysine biosynthesis	K05825
00300 Lysine biosynthesis	K00143
09105 Amino acid metabolism	00310 Lysine degradation
00310 Lysine degradation	K00293
00310 Lysine degradation	K00290
00220 Arginine biosynthesis	K05826
00300 Lysine biosynthesis	K05827
00220 Arginine biosynthesis	K25032
00220 Arginine biosynthesis	K05828
00220 Arginine biosynthesis	K05829
01007 Amino acid related enzymes	K05830
00220 Arginine biosynthesis	K05831
01011 Peptidoglycan biosynthesis and degradation proteins	K01928
09175 Drug resistance: antimicrobial	01502 Vancomycin resistance
01502 Vancomycin resistance	K01929
01011 Peptidoglycan biosynthesis and degradation proteins	K15792
01011 Peptidoglycan biosynthesis and degradation proteins	K01798
00300 Lysine biosynthesis	K16180
00300 Lysine biosynthesis	K16181
00300 Lysine biosynthesis	K16182
00310 Lysine degradation	K14157
03029 Mitochondrial biogenesis	K15791
00310 Lysine degradation	K18201
00310 Lysine degradation	K18202
00310 Lysine degradation	K00468
00310 Lysine degradation	K01506
00960 Tropane, piperidine and pyridine alkaloid biosynthesis	K01582
00470 D-Amino acid metabolism	K23385
01007 Amino acid related enzymes	K09251
00410 beta-Alanine metabolism	K00137
00310 Lysine degradation	K15737
00310 Lysine degradation	K15736
00310 Lysine degradation	K01843
00470 D-Amino acid metabolism	K01844
00470 D-Amino acid metabolism	K18011
00310 Lysine degradation	K18012
00310 Lysine degradation	K18013
00310 Lysine degradation	K18014
00470 D-Amino acid metabolism	K21672
01007 Amino acid related enzymes	K00824
00960 Tropane, piperidine and pyridine alkaloid biosynthesis	K13609
00960 Tropane, piperidine and pyridine alkaloid biosynthesis	K19743
00310 Lysine degradation	K18854
00310 Lysine degradation	K18804
00310 Lysine degradation	K18826
03036 Chromosome and associated proteins	K09186
03036 Chromosome and associated proteins	K09187
03036 Chromosome and associated proteins	K09188
03036 Chromosome and associated proteins	K14959
03036 Chromosome and associated proteins	K09189
03036 Chromosome and associated proteins	K11422
03036 Chromosome and associated proteins	K11431
03036 Chromosome and associated proteins	K20796
03036 Chromosome and associated proteins	K06101
03036 Chromosome and associated proteins	K11426
03036 Chromosome and associated proteins	K22748
03036 Chromosome and associated proteins	K11419
03036 Chromosome and associated proteins	K11420
03036 Chromosome and associated proteins	K11421
03036 Chromosome and associated proteins	K18494
03036 Chromosome and associated proteins	K11432
03036 Chromosome and associated proteins	K17451
03036 Chromosome and associated proteins	K11430
03036 Chromosome and associated proteins	K11433
03036 Chromosome and associated proteins	K15588
03036 Chromosome and associated proteins	K11424
03036 Chromosome and associated proteins	K11425
03036 Chromosome and associated proteins	K11423
03036 Chromosome and associated proteins	K23700
03036 Chromosome and associated proteins	K11427
03036 Chromosome and associated proteins	K11428
03036 Chromosome and associated proteins	K20795
03036 Chromosome and associated proteins	K11429
03036 Chromosome and associated proteins	K04462
03036 Chromosome and associated proteins	K22410
03036 Chromosome and associated proteins	K24405
03036 Chromosome and associated proteins	K24406
03036 Chromosome and associated proteins	K24407
00310 Lysine degradation	K00474
00310 Lysine degradation	K00471
04147 Exosome	K00473
00310 Lysine degradation	K13645
01003 Glycosyltransferases	K13646
00310 Lysine degradation	K13647
01003 Glycosyltransferases	K11703
00220 Arginine biosynthesis	K00611
00220 Arginine biosynthesis	K09065
05146 Amoebiasis	K01476
00791 Atrazine degradation	K01941
00791 Atrazine degradation	K01457
00791 Atrazine degradation	K14541
00220 Arginine biosynthesis	K01478
05022 Pathways of neurodegeneration - multiple diseases	K13240
05022 Pathways of neurodegeneration - multiple diseases	K13241
09167 Endocrine and metabolic disease	04933 AGE-RAGE signaling pathway in diabetic complications
04933 AGE-RAGE signaling pathway in diabetic complications	K13242
03029 Mitochondrial biogenesis	K13427
00330 Arginine and proline metabolism	K00491
00220 Arginine biosynthesis	K11067
00220 Arginine biosynthesis	K00618
00220 Arginine biosynthesis	K00619
00220 Arginine biosynthesis	K14682
00220 Arginine biosynthesis	K00620
00220 Arginine biosynthesis	K22476
00220 Arginine biosynthesis	K22477
00220 Arginine biosynthesis	K22478
00220 Arginine biosynthesis	K00930
00220 Arginine biosynthesis	K00145
00220 Arginine biosynthesis	K12659
01007 Amino acid related enzymes	K00818
04147 Exosome	K14677
00220 Arginine biosynthesis	K01438
00220 Arginine biosynthesis	K19412
04147 Exosome	K00933
00330 Arginine and proline metabolism	K01470
00330 Arginine and proline metabolism	K01473
00330 Arginine and proline metabolism	K01474
00330 Arginine and proline metabolism	K08687
00330 Arginine and proline metabolism	K01583
00330 Arginine and proline metabolism	K01584
00330 Arginine and proline metabolism	K01585
00330 Arginine and proline metabolism	K02626
00330 Arginine and proline metabolism	K01480
00330 Arginine and proline metabolism	K10536
00330 Arginine and proline metabolism	K12251
00999 Biosynthesis of various plant secondary metabolites	K14329
00480 Glutathione metabolism	K01581
00330 Arginine and proline metabolism	K13746
00330 Arginine and proline metabolism	K13747
00380 Tryptophan metabolism	K11182
01007 Amino acid related enzymes	K12256
00330 Arginine and proline metabolism	K03343
00410 beta-Alanine metabolism	K12259
00410 beta-Alanine metabolism	K13366
00770 Pantothenate and CoA biosynthesis	K17839
00770 Pantothenate and CoA biosynthesis	K13367
00410 beta-Alanine metabolism	K00316
00330 Arginine and proline metabolism	K12254
01002 Peptidases and inhibitors	K05604
04147 Exosome	K08660
00410 beta-Alanine metabolism	K14755
04216 Ferroptosis	K00657
01007 Amino acid related enzymes	K12252
00330 Arginine and proline metabolism	K21639
00330 Arginine and proline metabolism	K12253
00330 Arginine and proline metabolism	K12255
00470 D-Amino acid metabolism	K25365
00643 Styrene degradation	K01426
00330 Arginine and proline metabolism	K00673
00330 Arginine and proline metabolism	K01484
01007 Amino acid related enzymes	K00840
00330 Arginine and proline metabolism	K06447
00330 Arginine and proline metabolism	K05526
00330 Arginine and proline metabolism	K09470
00330 Arginine and proline metabolism	K09471
00330 Arginine and proline metabolism	K09472
01002 Peptidases and inhibitors	K09473
00330 Arginine and proline metabolism	K23233
00330 Arginine and proline metabolism	K00296
00330 Arginine and proline metabolism	K24952
00330 Arginine and proline metabolism	K24953
00330 Arginine and proline metabolism	K24954
00330 Arginine and proline metabolism	K24955
00330 Arginine and proline metabolism	K00934
01007 Amino acid related enzymes	K00819
00330 Arginine and proline metabolism	K00286
00330 Arginine and proline metabolism	K00318
00330 Arginine and proline metabolism	K01750
09110 Biosynthesis of other secondary metabolites	00332 Carbapenem biosynthesis
00332 Carbapenem biosynthesis	K00931
00332 Carbapenem biosynthesis	K00147
00330 Arginine and proline metabolism	K12657
00330 Arginine and proline metabolism	K22842
01002 Peptidases and inhibitors	K01259
01002 Peptidases and inhibitors	K11142
00330 Arginine and proline metabolism	K00472
00330 Arginine and proline metabolism	K23121
00330 Arginine and proline metabolism	K11394
00470 D-Amino acid metabolism	K01777
00470 D-Amino acid metabolism	K10793
00470 D-Amino acid metabolism	K10794
00470 D-Amino acid metabolism	K17851
00330 Arginine and proline metabolism	K18384
00330 Arginine and proline metabolism	K22548
00330 Arginine and proline metabolism	K21624
00330 Arginine and proline metabolism	K09123
00330 Arginine and proline metabolism	K19742
00340 Histidine metabolism	K00765
00340 Histidine metabolism	K02502
00340 Histidine metabolism	K01523
00340 Histidine metabolism	K01496
00340 Histidine metabolism	K11755
00340 Histidine metabolism	K14152
00340 Histidine metabolism	K01814
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K24017
00340 Histidine metabolism	K02501
00340 Histidine metabolism	K02500
00340 Histidine metabolism	K01663
00340 Histidine metabolism	K01693
00340 Histidine metabolism	K01089
01007 Amino acid related enzymes	K00817
00340 Histidine metabolism	K05602
00340 Histidine metabolism	K04486
00340 Histidine metabolism	K00013
00340 Histidine metabolism	K01745
00340 Histidine metabolism	K01712
00340 Histidine metabolism	K01468
00340 Histidine metabolism	K01479
00670 One carbon pool by folate	K00603
04147 Exosome	K13990
00340 Histidine metabolism	K05603
00340 Histidine metabolism	K17363
00340 Histidine metabolism	K01590
04147 Exosome	K00546
00340 Histidine metabolism	K19787
00340 Histidine metabolism	K22437
00340 Histidine metabolism	K20246
00340 Histidine metabolism	K18911
00340 Histidine metabolism	K18912
00340 Histidine metabolism	K07008
00340 Histidine metabolism	K20247
00340 Histidine metabolism	K18913
00960 Tropane, piperidine and pyridine alkaloid biosynthesis	K15849
01007 Amino acid related enzymes	K05821
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K00270
04147 Exosome	K00457
00643 Styrene degradation	K00451
00643 Styrene degradation	K01800
04147 Exosome	K01555
00643 Styrene degradation	K16171
00950 Isoquinoline alkaloid biosynthesis	K00422
09152 Endocrine system	04916 Melanogenesis
04916 Melanogenesis	K00505
05034 Alcoholism	K00501
00350 Tyrosine metabolism	K24287
04916 Melanogenesis	K01827
00350 Tyrosine metabolism	K22203
04147 Exosome	K00506
00350 Tyrosine metabolism	K22329
00950 Isoquinoline alkaloid biosynthesis	K01592
00350 Tyrosine metabolism	K22330
04147 Exosome	K01593
00350 Tyrosine metabolism	K00503
00350 Tyrosine metabolism	K00553
00950 Isoquinoline alkaloid biosynthesis	K13371
00950 Isoquinoline alkaloid biosynthesis	K13372
00350 Tyrosine metabolism	K25271
00350 Tyrosine metabolism	K25272
00350 Tyrosine metabolism	K01618
00643 Styrene degradation	K00146
00950 Isoquinoline alkaloid biosynthesis	K22327
00350 Tyrosine metabolism	K00483
00350 Tyrosine metabolism	K23492
00380 Tryptophan metabolism	K16901
00740 Riboflavin metabolism	K00484
00740 Riboflavin metabolism	K23470
00740 Riboflavin metabolism	K16902
00350 Tyrosine metabolism	K00455
00350 Tyrosine metabolism	K00151
00627 Aminobenzoate degradation	K10219
00350 Tyrosine metabolism	K01826
00350 Tyrosine metabolism	K05921
00350 Tyrosine metabolism	K02509
00350 Tyrosine metabolism	K02510
00350 Tyrosine metabolism	K01668
00350 Tyrosine metabolism	K10774
09163 Immune disease	05320 Autoimmune thyroid disease
05320 Autoimmune thyroid disease	K00431
09111 Xenobiotics biodegradation and metabolism	00622 Xylene degradation
00622 Xylene degradation	K00055
00350 Tyrosine metabolism	K00450
00350 Tyrosine metabolism	K01801
00350 Tyrosine metabolism	K16163
00350 Tyrosine metabolism	K01557
00350 Tyrosine metabolism	K16164
00350 Tyrosine metabolism	K16165
00350 Tyrosine metabolism	K20758
04147 Exosome	K07253
00380 Tryptophan metabolism	K23109
00960 Tropane, piperidine and pyridine alkaloid biosynthesis	K18606
00360 Phenylalanine metabolism	K13574
00350 Tyrosine metabolism	K21425
00790 Folate biosynthesis	K00500
00360 Phenylalanine metabolism	K22328
00360 Phenylalanine metabolism	K22427
05111 Biofilm formation - Vibrio cholerae	K01912
00360 Phenylalanine metabolism	K02614
00360 Phenylalanine metabolism	K02609
00360 Phenylalanine metabolism	K02610
00360 Phenylalanine metabolism	K02611
00360 Phenylalanine metabolism	K02612
00360 Phenylalanine metabolism	K02613
00360 Phenylalanine metabolism	K15866
00360 Phenylalanine metabolism	K02618
00360 Phenylalanine metabolism	K02615
00360 Phenylalanine metabolism	K18361
00360 Phenylalanine metabolism	K18362
00360 Phenylalanine metabolism	K18363
00360 Phenylalanine metabolism	K18360
00360 Phenylalanine metabolism	K18355
00360 Phenylalanine metabolism	K18356
00360 Phenylalanine metabolism	K18357
00360 Phenylalanine metabolism	K18358
00360 Phenylalanine metabolism	K18359
00360 Phenylalanine metabolism	K15517
00360 Phenylalanine metabolism	K03825
00360 Phenylalanine metabolism	K12732
00470 D-Amino acid metabolism	K00285
00360 Phenylalanine metabolism	K21795
00983 Drug metabolism - other enzymes	K03782
00199 Cytochrome P450	K10437
09110 Biosynthesis of other secondary metabolites	00940 Phenylpropanoid biosynthesis
00940 Phenylpropanoid biosynthesis	K10775
00940 Phenylpropanoid biosynthesis	K13064
00360 Phenylalanine metabolism	K10797
00360 Phenylalanine metabolism	K05708
00360 Phenylalanine metabolism	K05709
00360 Phenylalanine metabolism	K05710
00360 Phenylalanine metabolism	K05711
00360 Phenylalanine metabolism	K05712
00360 Phenylalanine metabolism	K05713
00360 Phenylalanine metabolism	K05714
00621 Dioxin degradation	K02554
00621 Dioxin degradation	K01666
00380 Tryptophan metabolism	K00453
09174 Infectious disease: parasitic	05143 African trypanosomiasis
05143 African trypanosomiasis	K00463
00380 Tryptophan metabolism	K00486
00380 Tryptophan metabolism	K01556
00380 Tryptophan metabolism	K00452
00380 Tryptophan metabolism	K03392
00380 Tryptophan metabolism	K23234
00622 Xylene degradation	K10217
00380 Tryptophan metabolism	K15067
01007 Amino acid related enzymes	K14264
00380 Tryptophan metabolism	K01667
09150 Organismal Systems	09158 Development and regeneration
09158 Development and regeneration	04361 Axon regeneration
04361 Axon regeneration	K00502
09110 Biosynthesis of other secondary metabolites	00901 Indole alkaloid biosynthesis
00901 Indole alkaloid biosynthesis	K22433
00199 Cytochrome P450	K24541
00380 Tryptophan metabolism	K00543
00380 Tryptophan metabolism	K00669
00380 Tryptophan metabolism	K22450
00380 Tryptophan metabolism	K22588
00940 Phenylpropanoid biosynthesis	K13066
00450 Selenocompound metabolism	K00562
00199 Cytochrome P450	K11812
00199 Cytochrome P450	K11813
00380 Tryptophan metabolism	K11816
01007 Amino acid related enzymes	K14265
00380 Tryptophan metabolism	K16903
00380 Tryptophan metabolism	K04103
00199 Cytochrome P450	K11868
00380 Tryptophan metabolism	K11817
00380 Tryptophan metabolism	K22417
00643 Styrene degradation	K01721
00643 Styrene degradation	K20807
00380 Tryptophan metabolism	K00466
00380 Tryptophan metabolism	K21801
00199 Cytochrome P450	K11818
01007 Amino acid related enzymes	K11819
01003 Glycosyltransferases	K11820
00966 Glucosinolate biosynthesis	K11821
00380 Tryptophan metabolism	K01237
00380 Tryptophan metabolism	K20219
09110 Biosynthesis of other secondary metabolites	00997 Biosynthesis of various other secondary metabolites
00997 Biosynthesis of various other secondary metabolites	K20204
00380 Tryptophan metabolism	K23947
00380 Tryptophan metabolism	K23384
02024 Quorum sensing	K01626
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K03856
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K13853
00999 Biosynthesis of various plant secondary metabolites	K13830
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01735
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K13829
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K11646
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K03785
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K03786
00999 Biosynthesis of various plant secondary metabolites	K13832
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K09484
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K25901
00999 Biosynthesis of various plant secondary metabolites	K00014
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K05358
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K05887
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K00891
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K00800
09110 Biosynthesis of other secondary metabolites	00401 Novobiocin biosynthesis
00401 Novobiocin biosynthesis	K24018
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01736
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01656
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K13501
02025 Biofilm formation - Pseudomonas aeruginosa	K01657
02025 Biofilm formation - Pseudomonas aeruginosa	K01658
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K13503
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K00766
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K13497
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01817
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01609
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K13498
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01850
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K04092
00401 Novobiocin biosynthesis	K14187
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K04093
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K14170
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K04516
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K06208
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K06209
00401 Novobiocin biosynthesis	K04517
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K00211
00401 Novobiocin biosynthesis	K00220
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K15226
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K15227
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K01713
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K04518
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K05359
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K17748
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K17749
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K17750
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K18240
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K18239
00770 Pantothenate and CoA biosynthesis	K01579
00770 Pantothenate and CoA biosynthesis	K18966
00430 Taurine and hypotaurine metabolism	K15372
00770 Pantothenate and CoA biosynthesis	K01918
00770 Pantothenate and CoA biosynthesis	K09722
00430 Taurine and hypotaurine metabolism	K10712
00982 Drug metabolism - cytochrome P450	K00485
01002 Peptidases and inhibitors	K00681
01007 Amino acid related enzymes	K03851
00430 Taurine and hypotaurine metabolism	K07255
00430 Taurine and hypotaurine metabolism	K07256
00430 Taurine and hypotaurine metabolism	K03852
00430 Taurine and hypotaurine metabolism	K15373
00430 Taurine and hypotaurine metabolism	K25985
00430 Taurine and hypotaurine metabolism	K19699
00430 Taurine and hypotaurine metabolism	K26005
00430 Taurine and hypotaurine metabolism	K15515
00430 Taurine and hypotaurine metabolism	K25261
00430 Taurine and hypotaurine metabolism	K25262
00998 Biosynthesis of various antibiotics	K01841
00998 Biosynthesis of various antibiotics	K23999
00440 Phosphonate and phosphinate metabolism	K19669
00440 Phosphonate and phosphinate metabolism	K21934
00998 Biosynthesis of various antibiotics	K09459
00440 Phosphonate and phosphinate metabolism	K05306
00440 Phosphonate and phosphinate metabolism	K19670
00440 Phosphonate and phosphinate metabolism	K00206
01007 Amino acid related enzymes	K03430
00440 Phosphonate and phosphinate metabolism	K09994
00440 Phosphonate and phosphinate metabolism	K21195
00440 Phosphonate and phosphinate metabolism	K21196
00440 Phosphonate and phosphinate metabolism	K05915
00440 Phosphonate and phosphinate metabolism	K25574
00998 Biosynthesis of various antibiotics	K12901
00998 Biosynthesis of various antibiotics	K12904
00440 Phosphonate and phosphinate metabolism	K12905
00440 Phosphonate and phosphinate metabolism	K12906
00440 Phosphonate and phosphinate metabolism	K12907
00440 Phosphonate and phosphinate metabolism	K12908
00440 Phosphonate and phosphinate metabolism	K12909
00440 Phosphonate and phosphinate metabolism	K12910
00440 Phosphonate and phosphinate metabolism	K20930
00440 Phosphonate and phosphinate metabolism	K03823
01008 Polyketide biosynthesis proteins	K12911
01008 Polyketide biosynthesis proteins	K12912
01008 Polyketide biosynthesis proteins	K12913
00440 Phosphonate and phosphinate metabolism	K12914
00440 Phosphonate and phosphinate metabolism	K12915
00440 Phosphonate and phosphinate metabolism	K18049
00440 Phosphonate and phosphinate metabolism	K23996
00440 Phosphonate and phosphinate metabolism	K06164
00440 Phosphonate and phosphinate metabolism	K06166
00440 Phosphonate and phosphinate metabolism	K06165
00440 Phosphonate and phosphinate metabolism	K05780
00440 Phosphonate and phosphinate metabolism	K06162
00440 Phosphonate and phosphinate metabolism	K06163
00440 Phosphonate and phosphinate metabolism	K06167
00440 Phosphonate and phosphinate metabolism	K20859
00450 Selenocompound metabolism	K01763
00450 Selenocompound metabolism	K11717
00450 Selenocompound metabolism	K08247
00450 Selenocompound metabolism	K00384
09162 Cancer: specific types	05225 Hepatocellular carcinoma
05225 Hepatocellular carcinoma	K22182
02000 Transporters	K17050
02000 Transporters	K17051
02000 Transporters	K17052
02000 Transporters	K07309
02000 Transporters	K07310
00450 Selenocompound metabolism	K12527
00450 Selenocompound metabolism	K12528
00450 Selenocompound metabolism	K12529
03016 Transfer RNA biogenesis	K01008
09120 Genetic Information Processing	09122 Translation
09122 Translation	00970 Aminoacyl-tRNA biosynthesis
00970 Aminoacyl-tRNA biosynthesis	K10837
00970 Aminoacyl-tRNA biosynthesis	K01042
00970 Aminoacyl-tRNA biosynthesis	K03341
03016 Transfer RNA biogenesis	K01874
00199 Cytochrome P450	K13027
00199 Cytochrome P450	K13029
01003 Glycosyltransferases	K13030
00460 Cyanoamino acid metabolism	K08249
00199 Cytochrome P450	K14984
00199 Cytochrome P450	K13401
00199 Cytochrome P450	K16265
00460 Cyanoamino acid metabolism	K16266
00460 Cyanoamino acid metabolism	K14577
00460 Cyanoamino acid metabolism	K13033
00199 Cytochrome P450	K12153
00199 Cytochrome P450	K00495
00643 Styrene degradation	K10566
01003 Glycosyltransferases	K22706
00460 Cyanoamino acid metabolism	K13031
00460 Cyanoamino acid metabolism	K13032
00460 Cyanoamino acid metabolism	K08248
00460 Cyanoamino acid metabolism	K20802
00460 Cyanoamino acid metabolism	K13035
02042 Bacterial toxins	K10814
02042 Bacterial toxins	K10815
02042 Bacterial toxins	K10816
00460 Cyanoamino acid metabolism	K18282
00460 Cyanoamino acid metabolism	K10675
01011 Peptidoglycan biosynthesis and degradation proteins	K01775
