#parent	child
00470 D-Amino acid metabolism	K21060
00470 D-Amino acid metabolism	K22549
00470 D-Amino acid metabolism	K21061
00470 D-Amino acid metabolism	K22550
00470 D-Amino acid metabolism	K21062
00470 D-Amino acid metabolism	K01780
00470 D-Amino acid metabolism	K23120
00470 D-Amino acid metabolism	K23122
00470 D-Amino acid metabolism	K18852
00480 Glutathione metabolism	K00682
00480 Glutathione metabolism	K22596
00480 Glutathione metabolism	K07232
00480 Glutathione metabolism	K01469
00480 Glutathione metabolism	K07160
00480 Glutathione metabolism	K23123
00480 Glutathione metabolism	K23124
00480 Glutathione metabolism	K06048
00480 Glutathione metabolism	K03423
ko01002	K01255
ko01002	K07751
ko04090	K11140
ko01002	K01256
ko01002	K01270
ko01002	K15428
ko02000	K00799
ko02000	K23790
05204 Chemical carcinogenesis - DNA adducts	K13299
00480 Glutathione metabolism	K25210
00480 Glutathione metabolism	K20838
05415 Diabetic cardiomyopathy	K00383
ko04131	K05360
05022 Pathways of neurodegeneration - multiple diseases	K00432
00940 Phenylpropanoid biosynthesis	K11188
00480 Glutathione metabolism	K24137
00480 Glutathione metabolism	K24136
00480 Glutathione metabolism	K24138
00790 Folate biosynthesis	K00310
00480 Glutathione metabolism	K01917
00480 Glutathione metabolism	K01460
00480 Glutathione metabolism	K01833
00480 Glutathione metabolism	K04283
00480 Glutathione metabolism	K11185
00480 Glutathione metabolism	K11186
00480 Glutathione metabolism	K11207
00510 N-Glycan biosynthesis	K00902
ko01003	K01001
ko01003	K00729
ko01003	K07432
ko01003	K07441
ko01003	K00721
09107 Glycan biosynthesis and metabolism	00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K09658
00510 N-Glycan biosynthesis	K09659
ko01003	K03842
ko01003	K03843
ko01003	K03844
ko01003	K03845
ko01003	K03846
ko01003	K03847
ko01003	K03848
ko01003	K03849
ko01003	K03850
ko01003	K07151
09123 Folding, sorting and degradation	04141 Protein processing in endoplasmic reticulum
04141 Protein processing in endoplasmic reticulum	K12666
04141 Protein processing in endoplasmic reticulum	K12667
04141 Protein processing in endoplasmic reticulum	K12668
ko02000	K12669
04141 Protein processing in endoplasmic reticulum	K12670
04141 Protein processing in endoplasmic reticulum	K00730
04141 Protein processing in endoplasmic reticulum	K12691
00510 N-Glycan biosynthesis	K07252
ko04147	K01228
04141 Protein processing in endoplasmic reticulum	K05546
ko04131	K23741
ko04131	K01230
ko01003	K00726
09107 Glycan biosynthesis and metabolism	00513 Various types of N-glycan biosynthesis
00513 Various types of N-glycan biosynthesis	K01231
ko01003	K00736
ko01003	K00717
ko01003	K07968
ko01003	K00778
ko01003	K00779
ko01003	K00737
ko01003	K00738
ko01003	K00744
ko01003	K09661
ko01003	K13748
ko01003	K05528
ko01003	K05529
00513 Various types of N-glycan biosynthesis	K05530
00513 Various types of N-glycan biosynthesis	K05531
00513 Various types of N-glycan biosynthesis	K05532
00513 Various types of N-glycan biosynthesis	K05533
00513 Various types of N-glycan biosynthesis	K05534
ko01003	K05535
ko01003	K05536
ko01003	K05537
ko01003	K05538
ko01003	K03714
ko01003	K00753
ko01003	K14413
ko01003	K14412
00511 Other glycan degradation	K20730
ko01003	K14434
00511 Other glycan degradation	K14459
00513 Various types of N-glycan biosynthesis	K14464
ko01003	K00781
ko01003	K09656
ko01003	K09657
ko01003	K09672
ko01003	K09673
ko01003	K00710
ko01003	K00731
ko01003	K09653
ko01003	K00727
ko01003	K09662
ko01003	K09663
ko01003	K00780
ko01003	K03368
ko01003	K03479
ko01003	K06616
ko01003	K03373
ko01003	K03374
ko01003	K07970
ko01003	K00739
ko01003	K00728
ko01003	K09666
ko01003	K00735
ko01003	K10157
ko01003	K09674
ko01003	K03663
ko01003	K07632
ko01003	K18207
ko01003	K09654
ko01001	K17547
ko04131	K19872
ko04131	K19873
ko01003	K21052
ko01003	K21032
ko01003	K09668
ko03036	K09667
ko01003	K18134
ko01003	K03691
ko01003	K05948
ko01003	K13675
ko01003	K13667
ko01003	K13676
ko01003	K23800
ko01003	K10967
ko01003	K10968
ko01003	K10969
ko01003	K10970
ko01003	K10971
ko01003	K20781
ko01003	K20782
ko01003	K20783
ko01003	K20784
ko01003	K23840
ko01003	K00771
ko01003	K00733
ko01003	K00734
ko01003	K10158
ko01003	K00746
ko01003	K13499
ko01003	K00747
ko01003	K03419
ko01003	K13500
00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	K01794
ko01003	K01017
ko01003	K04742
ko01003	K07779
ko01003	K01020
ko01003	K04743
ko03036	K08106
ko01003	K03193
ko01003	K08105
ko01003	K02369
ko01003	K02370
ko01003	K02368
ko01003	K02366
ko01003	K02367
ko01003	K02576
ko01003	K02577
ko01003	K02578
ko01003	K02579
09107 Glycan biosynthesis and metabolism	00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin
00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin	K01793
ko01003	K02513
ko01003	K02514
ko01003	K08102
ko01003	K08103
ko01003	K01024
ko01003	K07808
ko01003	K07809
ko01003	K08104
ko01003	K00741
ko01003	K09671
ko01003	K07969
ko01003	K09664
ko01003	K01022
ko01003	K04745
ko01003	K04746
ko00537	K01197
04142 Lysosome	K01136
04142 Lysosome	K01217
04142 Lysosome	K01135
09183 Protein families: signaling and cellular processes	ko00536
ko00536	K07964
ko00536	K07965
04142 Lysosome	K01565
04142 Lysosome	K10532
ko04147	K01205
04142 Lysosome	K01132
04142 Lysosome	K01137
ko01003	K03857
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03859
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03858
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03861
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03860
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K11001
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K11002
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03434
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05283
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K01127
ko01003	K05284
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K07541
ko01003	K07542
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05285
ko01003	K05286
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05288
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05287
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05310
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05289
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05290
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05291
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05292
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05293
ko04131	K05294
ko04131	K23362
ko01003	K08098
ko01003	K03766
ko01003	K07819
ko01003	K07820
ko01003	K03877
ko04131	K00718
ko01003	K00716
ko01003	K03494
ko01003	K00743
ko01003	K00709
ko01003	K07633
ko01003	K07634
ko01003	K07635
ko01003	K03792
ko01003	K03371
ko01003	K01988
ko01003	K00719
ko01003	K07971
ko01003	K00742
ko01003	K20736
ko01003	K00722
04142 Lysosome	K01204
ko01003	K00715
ko01003	K03369
ko01003	K03370
ko02000	K03372
ko01003	K03375
ko01003	K03376
ko04131	K01191
04142 Lysosome	K12311
00511 Other glycan degradation	K12312
04142 Lysosome	K01192
00511 Other glycan degradation	K01227
00511 Other glycan degradation	K23989
00511 Other glycan degradation	K13714
ko04147	K01206
00511 Other glycan degradation	K15923
04142 Lysosome	K01444
09181 Protein families: metabolism	ko01005
ko01005	K00677
ko01005	K02535
ko01005	K02536
ko01005	K03269
ko01005	K09949
ko01005	K00748
ko01005	K00912
ko01005	K06041
ko01005	K01627
ko01005	K03270
ko01005	K00979
ko01005	K02527
ko01005	K02517
ko01005	K02560
ko01005	K12979
ko01005	K09953
ko01005	K19803
ko01005	K03760
ko01005	K12975
ko01005	K12973
ko01005	K07264
ko01005	K12976
ko01005	K09778
ko01005	K12977
ko01005	K23082
ko01005	K23083
ko01005	K23159
ko01005	K11211
ko01005	K12974
ko01005	K03271
ko01005	K03272
ko01005	K21344
ko01005	K03273
ko01005	K21345
ko01005	K03274
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis
00540 Lipopolysaccharide biosynthesis	K07031
00540 Lipopolysaccharide biosynthesis	K15669
ko01005	K02841
ko01005	K02843
ko01005	K02848
ko01005	K19353
ko01005	K02849
ko01005	K23160
ko01005	K19354
ko01005	K02850
ko01005	K12981
ko01005	K12986
ko01005	K02844
ko01005	K02840
ko01005	K03275
ko01005	K12983
ko01005	K03276
ko01005	K12985
ko01005	K23067
ko01005	K03277
ko01005	K03280
ko01005	K03278
ko01005	K03279
ko01005	K00713
ko01005	K24623
ko01005	K02847
ko01005	K02851
ko01005	K18788
ko01005	K23199
ko01005	K23197
ko01005	K23198
ko01005	K24658
ko01005	K12993
ko01005	K23073
ko01005	K23072
ko01005	K23202
ko01005	K23201
ko01005	K23102
ko01005	K23101
ko01005	K24906
ko01005	K23103
ko01005	K23189
ko01005	K23190
ko01005	K21586
ko01005	K23229
ko01005	K23230
ko01005	K20883
ko01005	K21365
ko01005	K21366
ko01005	K21367
ko01005	K21368
ko01005	K23251
ko01005	K23249
ko01005	K23250
ko01005	K23104
ko01005	K24649
ko01005	K23105
ko01005	K23191
ko01005	K23130
ko01005	K23131
ko01005	K23132
00525 Acarbose and validamycin biosynthesis	K00973
00525 Acarbose and validamycin biosynthesis	K01710
00521 Streptomycin biosynthesis	K01790
00521 Streptomycin biosynthesis	K23987
00521 Streptomycin biosynthesis	K00067
00523 Polyketide sugar unit biosynthesis	K19180
00523 Polyketide sugar unit biosynthesis	K19652
00523 Polyketide sugar unit biosynthesis	K20679
00523 Polyketide sugar unit biosynthesis	K20680
00523 Polyketide sugar unit biosynthesis	K20681
00541 O-Antigen nucleotide sugar biosynthesis	K24249
00541 O-Antigen nucleotide sugar biosynthesis	K24250
00541 O-Antigen nucleotide sugar biosynthesis	K24251
ko01007	K02805
00541 O-Antigen nucleotide sugar biosynthesis	K16704
00541 O-Antigen nucleotide sugar biosynthesis	K20429
00541 O-Antigen nucleotide sugar biosynthesis	K21379
00523 Polyketide sugar unit biosynthesis	K13306
00523 Polyketide sugar unit biosynthesis	K20678
00541 O-Antigen nucleotide sugar biosynthesis	K00607
00541 O-Antigen nucleotide sugar biosynthesis	K21131
00541 O-Antigen nucleotide sugar biosynthesis	K21130
00541 O-Antigen nucleotide sugar biosynthesis	K24257
00541 O-Antigen nucleotide sugar biosynthesis	K24336
00541 O-Antigen nucleotide sugar biosynthesis	K24252
00541 O-Antigen nucleotide sugar biosynthesis	K24256
00541 O-Antigen nucleotide sugar biosynthesis	K19068
00541 O-Antigen nucleotide sugar biosynthesis	K24258
00541 O-Antigen nucleotide sugar biosynthesis	K24259
00541 O-Antigen nucleotide sugar biosynthesis	K24280
00541 O-Antigen nucleotide sugar biosynthesis	K24281
00541 O-Antigen nucleotide sugar biosynthesis	K24282
00541 O-Antigen nucleotide sugar biosynthesis	K24283
00541 O-Antigen nucleotide sugar biosynthesis	K24284
00541 O-Antigen nucleotide sugar biosynthesis	K24285
00552 Teichoic acid biosynthesis	K24300
00541 O-Antigen nucleotide sugar biosynthesis	K24301
00541 O-Antigen nucleotide sugar biosynthesis	K24302
00541 O-Antigen nucleotide sugar biosynthesis	K24303
00541 O-Antigen nucleotide sugar biosynthesis	K24304
00541 O-Antigen nucleotide sugar biosynthesis	K24305
00541 O-Antigen nucleotide sugar biosynthesis	K24306
00541 O-Antigen nucleotide sugar biosynthesis	K24307
00541 O-Antigen nucleotide sugar biosynthesis	K24310
00541 O-Antigen nucleotide sugar biosynthesis	K24311
00541 O-Antigen nucleotide sugar biosynthesis	K24312
00541 O-Antigen nucleotide sugar biosynthesis	K24326
00541 O-Antigen nucleotide sugar biosynthesis	K24327
ko01011	K01924
09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis
00550 Peptidoglycan biosynthesis	K23169
00550 Peptidoglycan biosynthesis	K23170
00550 Peptidoglycan biosynthesis	K00887
ko01006	K00806
ko01011	K06153
ko01011	K19302
ko01011	K01000
ko01011	K02563
ko01011	K03814
ko01011	K05366
ko01011	K05365
ko01011	K05367
ko01011	K12555
ko01011	K18770
ko01011	K21464
ko01011	K05515
ko03036	K03587
ko01011	K18149
ko01011	K08724
ko01011	K08384
ko01011	K21465
ko01011	K21466
ko01011	K05364
ko01011	K07258
ko01011	K07259
ko01011	K21469
ko01504	K07260
ko01504	K18866
ko01011	K05362
00550 Peptidoglycan biosynthesis	K23393
00550 Peptidoglycan biosynthesis	K07009
ko01011	K11693
ko01011	K11694
ko01011	K11695
ko01011	K12551
ko01011	K04478
ko01011	K12552
ko01011	K12553
ko01504	K02545
ko01011	K05363
ko01011	K12554
ko01011	K03693
ko01011	K00687
ko01011	K12556
ko01003	K05946
00552 Teichoic acid biosynthesis	K21285
00552 Teichoic acid biosynthesis	K09809
ko01003	K00712
ko01504	K03739
ko01504	K03740
00552 Teichoic acid biosynthesis	K01005
00552 Teichoic acid biosynthesis	K21592
00552 Teichoic acid biosynthesis	K18704
ko01003	K22709
00552 Teichoic acid biosynthesis	K21591
ko01003	K22710
ko01003	K22708
ko01003	K25669
ko01003	K25617
ko01003	K25619
ko01003	K13678
00552 Teichoic acid biosynthesis	K25599
ko01003	K25618
ko01003	K25620
00552 Teichoic acid biosynthesis	K25626
ko01003	K25627
ko01003	K25650
00552 Teichoic acid biosynthesis	K25651
ko01003	K25652
ko01003	K25653
00552 Teichoic acid biosynthesis	K25657
00552 Teichoic acid biosynthesis	K25658
00552 Teichoic acid biosynthesis	K07271
00552 Teichoic acid biosynthesis	K25654
00552 Teichoic acid biosynthesis	K25659
00552 Teichoic acid biosynthesis	K25660
ko01003	K08256
ko01003	K13668
09107 Glycan biosynthesis and metabolism	00571 Lipoarabinomannan (LAM) biosynthesis
00571 Lipoarabinomannan (LAM) biosynthesis	K22311
ko01003	K14335
ko01003	K13669
ko01003	K14340
ko01003	K14337
ko01003	K14339
ko01003	K13671
ko01003	K11387
ko01003	K13687
ko01003	K16647
ko01003	K16648
00571 Lipoarabinomannan (LAM) biosynthesis	K23176
ko01003	K16870
ko01003	K16649
ko01003	K16650
ko01003	K13686
ko01003	K11385
ko01003	K11386
ko01003	K22902
05111 Biofilm formation - Vibrio cholerae	K03606
09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis
00543 Exopolysaccharide biosynthesis	K03208
00543 Exopolysaccharide biosynthesis	K03818
ko01003	K13683
ko01003	K13684
00543 Exopolysaccharide biosynthesis	K03819
00543 Exopolysaccharide biosynthesis	K25875
ko01003	K16703
00543 Exopolysaccharide biosynthesis	K16710
ko01003	K02852
ko01003	K12582
00543 Exopolysaccharide biosynthesis	K19294
00543 Exopolysaccharide biosynthesis	K19295
00543 Exopolysaccharide biosynthesis	K19296
00543 Exopolysaccharide biosynthesis	K19293
02025 Biofilm formation - Pseudomonas aeruginosa	K20997
02025 Biofilm formation - Pseudomonas aeruginosa	K25205
ko01003	K20999
ko01003	K21001
ko01003	K21002
ko01003	K11936
00543 Exopolysaccharide biosynthesis	K21461
02026 Biofilm formation - Escherichia coli	K11937
ko01003	K20921
ko01003	K20922
ko01003	K25886
00543 Exopolysaccharide biosynthesis	K25887
00543 Exopolysaccharide biosynthesis	K25888
00543 Exopolysaccharide biosynthesis	K25889
00543 Exopolysaccharide biosynthesis	K25890
00543 Exopolysaccharide biosynthesis	K25891
00543 Exopolysaccharide biosynthesis	K25892
ko01003	K13657
ko01003	K13659
00543 Exopolysaccharide biosynthesis	K13663
ko01003	K13656
ko01003	K13660
ko01003	K13658
00543 Exopolysaccharide biosynthesis	K13664
00543 Exopolysaccharide biosynthesis	K13665
00543 Exopolysaccharide biosynthesis	K16566
ko01003	K16557
ko01003	K16558
ko01003	K16556
00543 Exopolysaccharide biosynthesis	K16568
ko01003	K16555
ko01003	K16564
ko01003	K16562
00543 Exopolysaccharide biosynthesis	K16560
00543 Exopolysaccharide biosynthesis	K16563
00543 Exopolysaccharide biosynthesis	K25902
00543 Exopolysaccharide biosynthesis	K25903
00543 Exopolysaccharide biosynthesis	K25904
00543 Exopolysaccharide biosynthesis	K25905
00543 Exopolysaccharide biosynthesis	K25906
00543 Exopolysaccharide biosynthesis	K25907
00543 Exopolysaccharide biosynthesis	K25908
00543 Exopolysaccharide biosynthesis	K25909
00543 Exopolysaccharide biosynthesis	K25910
00543 Exopolysaccharide biosynthesis	K25911
00543 Exopolysaccharide biosynthesis	K25912
00543 Exopolysaccharide biosynthesis	K21154
00543 Exopolysaccharide biosynthesis	K25913
ko01003	K16701
00543 Exopolysaccharide biosynthesis	K16707
ko01003	K16702
ko01003	K16700
00543 Exopolysaccharide biosynthesis	K25957
00543 Exopolysaccharide biosynthesis	K25958
00730 Thiamine metabolism	K03147
00730 Thiamine metabolism	K00877
00730 Thiamine metabolism	K00941
00730 Thiamine metabolism	K14153
00730 Thiamine metabolism	K21219
00730 Thiamine metabolism	K18278
04122 Sulfur relay system	K03148
ko02048	K04487
ko03016	K03151
00730 Thiamine metabolism	K03150
00730 Thiamine metabolism	K03153
09109 Metabolism of terpenoids and polyketides	00900 Terpenoid backbone biosynthesis
00900 Terpenoid backbone biosynthesis	K01662
00730 Thiamine metabolism	K03149
ko03000	K10810
00730 Thiamine metabolism	K03146
00730 Thiamine metabolism	K22699
00740 Riboflavin metabolism	K00878
00730 Thiamine metabolism	K00788
00730 Thiamine metabolism	K21220
00730 Thiamine metabolism	K14154
00730 Thiamine metabolism	K00946
ko03009	K06949
00730 Thiamine metabolism	K22911
ko00537	K01077
00740 Riboflavin metabolism	K01078
09143 Cell growth and death	04111 Cell cycle - yeast
04111 Cell cycle - yeast	K23458
ko01009	K14394
00730 Thiamine metabolism	K07251
00730 Thiamine metabolism	K00949
00730 Thiamine metabolism	K05307
00730 Thiamine metabolism	K10811
ko03000	K03707
00730 Thiamine metabolism	K20895
00730 Thiamine metabolism	K20896
02024 Quorum sensing	K01497
00790 Folate biosynthesis	K14652
00740 Riboflavin metabolism	K08096
00740 Riboflavin metabolism	K14653
00740 Riboflavin metabolism	K01498
00740 Riboflavin metabolism	K00082
02024 Quorum sensing	K11752
00740 Riboflavin metabolism	K14654
ko03016	K14655
00740 Riboflavin metabolism	K22912
00740 Riboflavin metabolism	K20860
00740 Riboflavin metabolism	K20861
00740 Riboflavin metabolism	K20862
00740 Riboflavin metabolism	K21063
00740 Riboflavin metabolism	K21064
00740 Riboflavin metabolism	K02858
00740 Riboflavin metabolism	K00794
00740 Riboflavin metabolism	K00793
00740 Riboflavin metabolism	K00861
00740 Riboflavin metabolism	K20884
00740 Riboflavin metabolism	K11753
00740 Riboflavin metabolism	K07732
00740 Riboflavin metabolism	K03788
02020 Two-component system	K09474
05323 Rheumatoid arthritis	K14379
04142 Lysosome	K14410
00740 Riboflavin metabolism	K00953
00740 Riboflavin metabolism	K22949
00740 Riboflavin metabolism	K14656
09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism
00860 Porphyrin metabolism	K05901
00740 Riboflavin metabolism	K22393
00740 Riboflavin metabolism	K22394
00740 Riboflavin metabolism	K05368
00740 Riboflavin metabolism	K23462
00740 Riboflavin metabolism	K19285
00740 Riboflavin metabolism	K19286
00740 Riboflavin metabolism	K20146
00740 Riboflavin metabolism	K04719
09111 Xenobiotics biodegradation and metabolism	00361 Chlorocyclohexane and chlorobenzene degradation
00361 Chlorocyclohexane and chlorobenzene degradation	K15245
00740 Riboflavin metabolism	K12152
00740 Riboflavin metabolism	K25520
00627 Aminobenzoate degradation	K03186
00750 Vitamin B6 metabolism	K00275
00750 Vitamin B6 metabolism	K23998
00750 Vitamin B6 metabolism	K00868
ko01009	K07758
ko01009	K13248
00750 Vitamin B6 metabolism	K05275
00750 Vitamin B6 metabolism	K03472
00750 Vitamin B6 metabolism	K03473
00750 Vitamin B6 metabolism	K00097
00750 Vitamin B6 metabolism	K03474
00750 Vitamin B6 metabolism	K06215
00750 Vitamin B6 metabolism	K08681
00750 Vitamin B6 metabolism	K18607
00750 Vitamin B6 metabolism	K18608
00750 Vitamin B6 metabolism	K18609
00750 Vitamin B6 metabolism	K18610
00750 Vitamin B6 metabolism	K18611
00750 Vitamin B6 metabolism	K18612
00750 Vitamin B6 metabolism	K18613
00750 Vitamin B6 metabolism	K18071
00750 Vitamin B6 metabolism	K18614
00760 Nicotinate and nicotinamide metabolism	K06989
00760 Nicotinate and nicotinamide metabolism	K03517
00760 Nicotinate and nicotinamide metabolism	K00767
00760 Nicotinate and nicotinamide metabolism	K00763
00760 Nicotinate and nicotinamide metabolism	K10524
ko03000	K06211
00760 Nicotinate and nicotinamide metabolism	K18551
00760 Nicotinate and nicotinamide metabolism	K06210
00760 Nicotinate and nicotinamide metabolism	K19785
00760 Nicotinate and nicotinamide metabolism	K00952
00760 Nicotinate and nicotinamide metabolism	K13522
00760 Nicotinate and nicotinamide metabolism	K00969
04146 Peroxisome	K03426
00760 Nicotinate and nicotinamide metabolism	K01916
00760 Nicotinate and nicotinamide metabolism	K01950
00760 Nicotinate and nicotinamide metabolism	K03742
00760 Nicotinate and nicotinamide metabolism	K03743
04213 Longevity regulating pathway - multiple species	K01440
00760 Nicotinate and nicotinamide metabolism	K08281
09151 Immune system	04621 NOD-like receptor signaling pathway
04621 NOD-like receptor signaling pathway	K03462
ko00537	K18153
ko00537	K19980
ko00536	K01242
ko00537	K18152
ko03036	K11121
ko03029	K11411
ko03036	K11412
ko03036	K11413
ko03036	K11414
ko03036	K11415
ko03036	K11416
ko03036	K11417
00760 Nicotinate and nicotinamide metabolism	K12410
00760 Nicotinate and nicotinamide metabolism	K00858
00760 Nicotinate and nicotinamide metabolism	K00322
00760 Nicotinate and nicotinamide metabolism	K00323
00760 Nicotinate and nicotinamide metabolism	K00324
00760 Nicotinate and nicotinamide metabolism	K00325
ko03036	K00541
00760 Nicotinate and nicotinamide metabolism	K18029
00760 Nicotinate and nicotinamide metabolism	K18030
00760 Nicotinate and nicotinamide metabolism	K20445
00760 Nicotinate and nicotinamide metabolism	K20446
00760 Nicotinate and nicotinamide metabolism	K20447
00760 Nicotinate and nicotinamide metabolism	K20448
00760 Nicotinate and nicotinamide metabolism	K14974
00760 Nicotinate and nicotinamide metabolism	K18028
00760 Nicotinate and nicotinamide metabolism	K15357
00760 Nicotinate and nicotinamide metabolism	K13995
00760 Nicotinate and nicotinamide metabolism	K20449
00760 Nicotinate and nicotinamide metabolism	K15358
00760 Nicotinate and nicotinamide metabolism	K19647
00760 Nicotinate and nicotinamide metabolism	K20450
00760 Nicotinate and nicotinamide metabolism	K20451
00760 Nicotinate and nicotinamide metabolism	K20452
00760 Nicotinate and nicotinamide metabolism	K20453
00760 Nicotinate and nicotinamide metabolism	K20454
00760 Nicotinate and nicotinamide metabolism	K19818
00760 Nicotinate and nicotinamide metabolism	K19819
00760 Nicotinate and nicotinamide metabolism	K19820
00760 Nicotinate and nicotinamide metabolism	K19826
00760 Nicotinate and nicotinamide metabolism	K19890
00760 Nicotinate and nicotinamide metabolism	K20170
00760 Nicotinate and nicotinamide metabolism	K20169
00760 Nicotinate and nicotinamide metabolism	K20158
00760 Nicotinate and nicotinamide metabolism	K19700
00760 Nicotinate and nicotinamide metabolism	K20171
00760 Nicotinate and nicotinamide metabolism	K20172
00760 Nicotinate and nicotinamide metabolism	K15359
00760 Nicotinate and nicotinamide metabolism	K18276
00760 Nicotinate and nicotinamide metabolism	K19185
00760 Nicotinate and nicotinamide metabolism	K19186
00760 Nicotinate and nicotinamide metabolism	K19187
00760 Nicotinate and nicotinamide metabolism	K19188
00760 Nicotinate and nicotinamide metabolism	K19189
00760 Nicotinate and nicotinamide metabolism	K19190
00760 Nicotinate and nicotinamide metabolism	K19191
00760 Nicotinate and nicotinamide metabolism	K20155
00770 Pantothenate and CoA biosynthesis	K00606
00770 Pantothenate and CoA biosynthesis	K00077
00770 Pantothenate and CoA biosynthesis	K24263
00770 Pantothenate and CoA biosynthesis	K00867
00770 Pantothenate and CoA biosynthesis	K09680
00770 Pantothenate and CoA biosynthesis	K03525
09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism
00780 Biotin metabolism	K01947
00770 Pantothenate and CoA biosynthesis	K06982
00770 Pantothenate and CoA biosynthesis	K01922
00770 Pantothenate and CoA biosynthesis	K21977
00770 Pantothenate and CoA biosynthesis	K01598
00770 Pantothenate and CoA biosynthesis	K13038
ko03029	K02318
00770 Pantothenate and CoA biosynthesis	K00954
00770 Pantothenate and CoA biosynthesis	K02201
00770 Pantothenate and CoA biosynthesis	K00859
00770 Pantothenate and CoA biosynthesis	K09735
00770 Pantothenate and CoA biosynthesis	K00997
00770 Pantothenate and CoA biosynthesis	K06133
00770 Pantothenate and CoA biosynthesis	K08682
00770 Pantothenate and CoA biosynthesis	K08069
00770 Pantothenate and CoA biosynthesis	K24264
00780 Biotin metabolism	K02169
00780 Biotin metabolism	K02170
00780 Biotin metabolism	K09789
00780 Biotin metabolism	K19560
00780 Biotin metabolism	K19561
ko00199	K16593
00780 Biotin metabolism	K01906
ko01007	K00652
ko01007	K00833
00780 Biotin metabolism	K19562
00780 Biotin metabolism	K19563
00780 Biotin metabolism	K01935
00780 Biotin metabolism	K25570
00780 Biotin metabolism	K01012
00780 Biotin metabolism	K01942
ko03000	K03524
04977 Vitamin digestion and absorption	K01435
ko02000	K08351
09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism
00785 Lipoic acid metabolism	K03801
00785 Lipoic acid metabolism	K23734
00785 Lipoic acid metabolism	K23735
00785 Lipoic acid metabolism	K03644
00785 Lipoic acid metabolism	K09711
00785 Lipoic acid metabolism	K24689
00785 Lipoic acid metabolism	K10105
00785 Lipoic acid metabolism	K16869
00785 Lipoic acid metabolism	K23750
00785 Lipoic acid metabolism	K03800
00785 Lipoic acid metabolism	K18821
00785 Lipoic acid metabolism	K23763
00790 Folate biosynthesis	K01495
00790 Folate biosynthesis	K09007
00790 Folate biosynthesis	K22391
02020 Two-component system	K01113
00790 Folate biosynthesis	K08310
00790 Folate biosynthesis	K19965
00790 Folate biosynthesis	K13939
00790 Folate biosynthesis	K13940
00790 Folate biosynthesis	K01633
00790 Folate biosynthesis	K00950
00790 Folate biosynthesis	K00796
00790 Folate biosynthesis	K13941
00790 Folate biosynthesis	K24102
ko01504	K18974
ko01504	K18824
ko01504	K18825
01523 Antifolate resistance	K00287
ko01504	K18589
ko01504	K19643
ko01504	K18590
ko01504	K19644
ko01504	K19645
ko01504	K18591
01523 Antifolate resistance	K01930
00790 Folate biosynthesis	K11754
00790 Folate biosynthesis	K22099
00790 Folate biosynthesis	K20457
ko01002	K01307
00790 Folate biosynthesis	K22100
00790 Folate biosynthesis	K22101
00790 Folate biosynthesis	K01664
00790 Folate biosynthesis	K01665
00790 Folate biosynthesis	K13950
ko01007	K03342
00790 Folate biosynthesis	K25575
00790 Folate biosynthesis	K25578
00790 Folate biosynthesis	K02619
00790 Folate biosynthesis	K18482
00790 Folate biosynthesis	K07589
00670 One carbon pool by folate	K13938
ko03016	K01737
ko04147	K00072
00790 Folate biosynthesis	K00357
ko04147	K01724
00790 Folate biosynthesis	K03793
00790 Folate biosynthesis	K17745
ko03016	K10026
ko03016	K06920
ko03016	K06879
ko03016	K09457
